roadmap_item_id,product,hierarchy_level,parent_id,title,description,status,percent_complete,start_date,end_date,target_quarter,owner,stack_rank,prod_date_projected,old_prod_date_projected,customer_facing_date,source_system,source_key,source_file,theme,aop_goal,priority
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-29,IDT,Initiative,,PR Reconciliation,Group Tagging Recommendation on excel (26 AS Recon algo),To Do,40,,,Q3,Karthikeyan Sivaji,21,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-29,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-30,IDT,Initiative,,PR Reconciliation,Fuzzy to n-gram Movement - RUST movement [March 26 for e-2-e rollout] DONE - Algo changes to improve the matching TO DO - % - Splink Library implementation TO DO,In Progress,40,,,Q3,Karthikeyan Sivaji,22,,28-Feb-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-30,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-31,IDT,Initiative,,UX Improvements,GSTR-1 Form UX Improvements,To Do,40,,,,Gopinath Chimirala,23,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-31,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-32,IDT,Initiative,,Primitives,Workflow Building and Management + Action Center,To Do,40,,,,Karthikeyan Sivaji,24,,Deferred,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-32,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-33,IDT,Initiative,,Recon,GSTR 2X Recon,To Do,40,,,,Gopinath Chimirala,25,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-33,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-34,IDT,Initiative,,Reports,G9 (New report),To Do,40,,,Q3,Gopinath Chimirala,26,,22-Nov-2025,22-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-34,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Make the tax ops engine 'utility grade',4
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-35,IDT,Initiative,,ATF,Auto Actioning on IMS Documents,In Progress,40,,,Q3,Karthikeyan Sivaji,27,5-March-2026,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-35,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-36,IDT,Initiative,,Reports,G9C (New report),To Do,40,,,Q3,Gopinath Chimirala,28,,5-Dec-2025,4-Jan-2026,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-36,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Savings,Make the tax ops engine 'utility grade',4
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-37,IDT,Initiative,,Recon,Mars shutdown,In Progress,40,,,Q2,Karthikeyan Sivaji,29,,14-Feb-2026,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-37,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-38,IDT,Initiative,,Primitives,ITC Ledger,To Do,40,,,Q3,Yatin Kumar,30,,Deferred,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-38,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-39,IDT,Initiative,,Primitives,ATF [ Actioning+ Table 4 + 3B Filing],To Do,40,,,Q3,Karthikeyan Sivaji,31,,Deferred,Deferred,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-39,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-40,IDT,Initiative,,IMS (Inward),Group Tagging - Handle change of bucket for manual grouping (including 2B vs PR),To Do,40,,,Q3,Karthikeyan Sivaji,32,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-40,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-41,IDT,Initiative,,IMS (Inward),Amended Document Handling,To Do,40,,,Q3,Karthikeyan Sivaji,33,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-41,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-42,IDT,Initiative,,PR Reconciliation,Same Doc No. Amendment Handling,To Do,40,,,Q3,Karthikeyan Sivaji,34,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-42,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-43,IDT,Initiative,,Recon,Recon unit test coverage (90%),In Progress,40,,,Q3,Karthikeyan Sivaji,35,31-March-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-43,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-44,IDT,Initiative,,IMS (Outward),IMS Action Alerts and Ack Management,To Do,40,,,Q3,Karthikeyan Sivaji,36,31-August-2026,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-44,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-45,IDT,Initiative,,GIS,GIS unit testcases,In Progress,40,,,Q3,Karthikeyan Sivaji,37,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-45,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-46,IDT,Initiative,,GIS,GIS Code Cleanup,To Do,40,,,,,,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-46,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-47,IDT,Initiative,,Primitives,Build your Own Report,In Progress,40,,,Q2,Aishwarya Viswanathan,38,,TBD,TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-47,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-48,IDT,Initiative,,GSTR-3B,Data Transformation Scale Up (PR Transformation),In Progress,40,,,Q3,Karthikeyan Sivaji,39,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-48,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-49,IDT,Initiative,,PR Reconciliation,Linking via ML (PoC),To Do,40,,,Q3,Karthikeyan Sivaji,40,,22-Dec-2025,20-Jan-2026,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-49,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-50,IDT,Initiative,,PR Reconciliation,180 Day Reversal Automation,To Do,40,,,,Yatin Kumar,41,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-50,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Purchase to Usage,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-51,IDT,Initiative,,Recon,Delegator shuttdown,To Do,40,,,Q3,Karthikeyan Sivaji,42,TBD,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-51,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-52,IDT,Initiative,,Primitives,UX Improvement (Search + Workflow Processor + Text Changes) + Data Browser Standardisation,In Progress,40,,,Q3,Yatin Kumar,43,,"Dec 31, 2025",TBD,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-52,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-53,IDT,Initiative,,Migraiton,Adhoc Iteam from Devops,To Do,40,,,,Yatin Kumar,44,,,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-53,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-54,IDT,Initiative,,IMS (Inward),Taxpayer Communication via APIs,Deferred,25,,,Q3,Karthikeyan Sivaji,-,,-,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-54,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-55,IDT,Initiative,,6A vs PR Recon,Need to validate POS Mismatch before enabling ITC actions,Done,100,,,,Karthikeyan Sivaji,-,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-55,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-56,IDT,Initiative,,Usage to Success,Jiostar - Vendor Communication Changes,Done,100,,,,Karthikeyan Sivaji,-,,13-Dec-2025,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-56,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-57,IDT,Initiative,,GSTR-1A,HSN Changes - Govt update,Done,100,,,Q2,Surbhi Punshi,1,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-57,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-58,IDT,Initiative,,GTM Initiatives,PR line item level report,Done,100,,,Q2,Surbhi Punshi,2,,1-Jul-2025,30-Jul-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-58,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-59,IDT,Initiative,,GSTR-3B,Govt Changes related to locking & Changes in Data Source,Done,100,,,Q2,Surbhi Punshi,3,,1-Sep-2025,30-Sep-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-59,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-60,IDT,Initiative,,GTM Initiatives,POC Dashboard v0,Done,100,,,Q2,Yatin Kumar,3,,12-Aug-2025,10-Sep-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-60,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,GTM Levers,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-61,IDT,Initiative,,GSTR-1,HSN Changes - Govt update,Done,100,,,Q2,Surbhi Punshi,5,,1-Jul-2025,30-Jul-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-61,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-62,IDT,Initiative,,GSTR-1A,Govt Changes related to Declaration,Done,100,,,Q2,Surbhi Punshi,6,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-62,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-63,IDT,Initiative,,IMS (Outward),Filtered view for IMS vs PR Recon,Done,100,,,Q2,Yatin Kumar,7,,22-Aug-2025,20-Sep-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-63,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-64,IDT,Initiative,,GIS,G1A report implementation and support,Done,100,,,Q2,,6,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-64,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-65,IDT,Initiative,,GSTR-3B,Negative Liability in edit form,Done,100,,,Q2,Surbhi Punshi,8,,1-Aug-2025,30-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-65,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-66,IDT,Initiative,,IMS (Inward),IMS Govt. Changes [Doc. Level Remarks + Amount],Done,100,,,Q2,Karthikeyan Sivaji,7,,22-Sep-2025,12-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-66,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-67,IDT,Initiative,,IMS (Outward),IMS Govt. Changes [Doc. Level Remarks],Done,100,,,Q2,Karthikeyan Sivaji,9,,22-Sep-2025,12-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-67,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-68,IDT,Initiative,,GSTR-3B,Offset Solve due to govt changes,Done,100,,,Q2,Surbhi Punshi,12,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-68,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-69,IDT,Initiative,,GSTR-8,Govt Updates related to unregistered Suppliers,Done,100,,,Q2,Surbhi Punshi,13,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-69,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-70,IDT,Initiative,,Recon,ASP Shard shutdown and CA migration closure,Done,100,,,Q2,Surbhi Punshi,14,,22-Jul-2025,20-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-70,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-71,IDT,Initiative,,Tech Debt,Recon FE framework migration,In Progress,40,,,Q3,Karthikeyan Sivaji,10,28-February-2026,6-Oct-2025,4-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-71,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-72,IDT,Initiative,,GSTR-1,DBT Migration of G1,Done,100,,,Q2,Surbhi Punshi,16,,21-Nov-2025,20-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-72,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-73,IDT,Initiative,,GSTR-1A,DBT Migration of G1A,Done,100,,,Q2,Surbhi Punshi,16,,21-Nov-2025,20-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-73,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,5
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-74,IDT,Initiative,,Recon,"Devops and QA roadmap items (devspace onboarding,Mongo upgradation)",Done,100,,,Q2,Yatin Kumar,17,,22-Aug-2025,20-Sep-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-74,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-75,IDT,Initiative,,GSTR-3B,DBT Migration of G3B - 14th Nov,Done,100,,,Q2,Surbhi Punshi,17,,22-Sep-2025,21-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-75,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-76,IDT,Initiative,,Reports,Reports Migration,Done,100,,,Q2,Surbhi Punshi,18,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-76,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-77,IDT,Initiative,,GSTR-9C,DBT Migration of G9C,Done,100,,,Q3,Surbhi Punshi,19,,5-Nov-2025,4-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-77,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Cost Saving,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-78,IDT,Initiative,,Forms,Mongo db upgrade,Done,100,,,Q2,Surbhi Punshi,20,,22-Sep-2025,21-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-78,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-79,IDT,Initiative,,Recon,Publish the time of data download and data processing to CSMs,To Do,40,,,,Karthikeyan Sivaji,21,,TBD,,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-79,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-80,IDT,Initiative,,GSTR-9,Govt Changes related to new sections and APIs - 5th Nov,Done,100,,,Q3,Surbhi Punshi,20,,22-Oct-2025,20-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-80,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-81,IDT,Initiative,,GSTR-8,Validation in ingestion + POS changes,Done,100,,,Q2,Surbhi Punshi,21,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-81,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-82,IDT,Initiative,,GSTR-6,Pre-upload Validation Solve in G6 - 10th Nov,Done,100,,,Q3,Surbhi Punshi,20,,5-Oct-2025,3-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-82,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-83,IDT,Initiative,,GSTR-9,"Autopopulation of T-6,7 & 8 basis T4",Done,100,,,Q3,Surbhi Punshi,21,,5-Nov-2025,4-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-83,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-84,IDT,Initiative,,PR Reconciliation,Recon Actions via Excel Ingestion (Enable for all GST Customers),Done,100,,,Q2,Yatin Kumar,23,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-84,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-85,IDT,Initiative,,GIS,Negative ledger support,Done,100,,,Q2,Aayushi Garg,23,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-85,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-86,IDT,Initiative,,PR Reconciliation,Recon Rules enablement for all customers,Done,100,,,Q2,Yatin Kumar,24,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-86,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-87,IDT,Initiative,,GTM Initiatives,Clause 44 (without Actions),Done,100,,,Q2,Abhay Goyal,22,,1-Aug-2025,30-Aug-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-87,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,GTM Initiative,GTM Levers,1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-88,IDT,Initiative,,PR Reconcilaition,Recon Wait Time Handling (Copy changes),Done,100,,,Q2,Karthikeyan Sivaji,26,,22-Aug-2025,20-Sep-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-88,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-89,IDT,Initiative,,GSTR-1,Pre Upload Validations,To Do,40,,,Q2,Gopinath Chimirala,28,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-89,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',1
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-90,IDT,Initiative,,Reports,Reports Instumentation (Alerting),Done,100,,,Q3,Surbhi Punshi,29,,5-Oct-2025,3-Nov-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-90,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-91,IDT,Initiative,,Reports,Filed PDF - Migration,Done,100,,,Q2,Surbhi Punshi,30,,Done,Done,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-91,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,2
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-92,IDT,Initiative,,Reports,GSTIN verification,Done,100,,,Q3,Surbhi Punshi,32,,5-Nov-2025,4-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-92,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Tech Debt,Reduce infra costs,3
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-93,IDT,Initiative,,GIS,GIS UX Improvements phase1 (OTP and scheduled downtime error handling),Done,100,,,Q2,Aayushi Garg,19,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-93,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-94,IDT,Initiative,,GSTR-9,Use 1+1A for computations,Done,100,,,Q3,Surbhi Punshi,36,,5-Nov-2025,4-Dec-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-94,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-95,IDT,Initiative,,GIS,Pre Fetch enhancement,Done,100,,,Q2,,19,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-95,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Usage to Success,Make the tax ops engine 'utility grade',
IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-96,IDT,Initiative,,Reports,Negative Liabiity Ledger Report,Done,100,,,Q2,Surbhi Punshi,42,,5-Sep-2025,4-Oct-2025,Roadmap CSV,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1)-96,IDT Tribe - Master Tracker - Roadmap Tracker (Original) (1).csv,Govt. Changes,Make the tax ops engine 'utility grade',0
